INMUEBLE;PROVINCIA;MUNICIPIO;AFECTACIÓN;SUBTIPO;ESTADO INMUEBLE;ADSCRIPCIÓN;CERTIFICADO ENERGÉTICO (S/N);INSCRITO REGISTRO PROPIEDAD (S/N);LICENCIA APERTURA (S/N);FECHA ALTA;FECHA BAJA;FECHA BIC;SUPERFICIE CONSTRUIDA;CALIFICACIÓN SUELO CASTELLANO;CALIFICACIÓN SUELO VALENCIANO;CLASIFICACIÓN SUELO CASTELLANO;CLASIFICACIÓN SUELO VALENCIANO;DERECHO TERCERO CASTELLANO;DERECHO TERCERO VALENCIANO;NATURALEZA CASTELLANO;NATURALEZA VALENCIANO;NIVEL CASTELLANO;NIVEL VALENCIANO;SITUACIÓN ARRENDAMIENTO CASTELLANO;SITUACIÓN ARRENDAMIENTO VALENCIANO;USO PORMENOR CASTELLANO;USO PORMENOR VALENCIANO
Parcela Rústica Pda Desterradors Pol 20 Parc 111;Castellón/Castelló;Sant Mateu;Proteccion Del Medio Ambiente;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1984/01/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parcela Rústica Pda Enduronet Pol 18 Parc 555;Castellón/Castelló;Sant Mateu;Proteccion Del Medio Ambiente;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1984/01/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parcela Rústica Pda Enduronet Pol 18 Parc 558;Castellón/Castelló;Sant Mateu;Proteccion Del Medio Ambiente;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1984/01/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parcela Rústica Pda Fontanelles Pol 2 Parc 145;Castellón/Castelló;Sant Mateu;Proteccion Del Medio Ambiente;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1984/01/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parcela Rústica Pda Fontanelles Pol 2 Parc 157;Castellón/Castelló;Sant Mateu;Proteccion Del Medio Ambiente;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1984/01/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parcela Rústica Pda Llecunes  Pol 8 Parc 313;Castellón/Castelló;Sant Mateu;Proteccion Del Medio Ambiente;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1984/01/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parcela Rústica Pda Llomas  Pol 16 Parc 187;Castellón/Castelló;Sant Mateu;Proteccion Del Medio Ambiente;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1984/01/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parcela Rústica Pda Llomas  Pol 16 Parc 240;Castellón/Castelló;Sant Mateu;Proteccion Del Medio Ambiente;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1984/01/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parcela Rústica Pda Llomas Pol 16 Parc 191;Castellón/Castelló;Sant Mateu;Proteccion Del Medio Ambiente;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1984/01/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parcela Rústica Pda Llomas Pol 16 Parc 249;Castellón/Castelló;Sant Mateu;Proteccion Del Medio Ambiente;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1984/01/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parcela Rústica Pda Llomas Pol 16 Parc 289;Castellón/Castelló;Sant Mateu;Proteccion Del Medio Ambiente;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1984/01/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parcela Rústica Pda Llomas Pol 16 Parc 298;Castellón/Castelló;Sant Mateu;Proteccion Del Medio Ambiente;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1984/01/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parcela Rústica Pda Llomas Pol 16 Parc 98;Castellón/Castelló;Sant Mateu;Proteccion Del Medio Ambiente;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;N;N;1984/01/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parcela Rústica Pda Llomas Pol 17 Parc 124;Castellón/Castelló;Sant Mateu;Proteccion Del Medio Ambiente;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1984/01/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parcela Rústica Pda Mas De Munter Pol 17 Parc 277;Castellón/Castelló;Sant Mateu;Proteccion Del Medio Ambiente;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1984/01/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parcela Rústica Pda Mas De Roca  Pol 4 Parc 17;Castellón/Castelló;Sant Mateu;Proteccion Del Medio Ambiente;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1984/01/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parcela Rústica Pda Mas Na Ferreres Pol 2 Parc 126;Castellón/Castelló;Sant Mateu;Proteccion Del Medio Ambiente;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1984/01/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parcela Rústica Pda Mas Na Ferreres Pol 2 Parc 14;Castellón/Castelló;Sant Mateu;Proteccion Del Medio Ambiente;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;N;N;1984/01/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parcela Rústica Pda Molins Pol 15 Parc 126;Castellón/Castelló;Sant Mateu;Proteccion Del Medio Ambiente;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1984/01/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parcela Rústica Pda Pontarron  Pol 8 Parc 509;Castellón/Castelló;Sant Mateu;Proteccion Del Medio Ambiente;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1984/01/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parcela Rústica Pda Quatremitjana Pol 22 Parc 160;Castellón/Castelló;Sant Mateu;Proteccion Del Medio Ambiente;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1984/01/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parcela Rústica Pda Racó Del Frare  Pol 4 Parc 38;Castellón/Castelló;Sant Mateu;Proteccion Del Medio Ambiente;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1984/01/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parcela Rústica Pda Rambla Pol 17 Parc 72;Castellón/Castelló;Sant Mateu;Proteccion Del Medio Ambiente;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;N;N;1984/01/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parcela Rústica Pda Roquetes Pol 7 Parc 357;Castellón/Castelló;Sant Mateu;Proteccion Del Medio Ambiente;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1984/01/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parcela Rústica Pda Tolls Pol 19 Parc 233;Castellón/Castelló;Sant Mateu;Proteccion Del Medio Ambiente;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1984/01/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parcela Sobrante De Carretera;Valencia/València;Benissanó;Carreteras;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1984/07/01 00:00:00.000000000;;;0,0;Terciario;Terciario;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parcela Sobrante De Carretera Cv - 18;Castellón/Castelló;Almassora;Carreteras;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;N;N;2004/06/24 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Especial Proteccion;Suelo No Urbanizable Especial Proteccion;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parcela Sobrante De Expropiacion;Valencia/València;Burjassot;Carreteras;Suelo Urbano;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1997/01/29 00:00:00.000000000;;;0,0;Residencial;Residencial;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parcela Sobrante De Expropiación;Valencia/València;Burjassot;Carreteras;Suelo Urbano;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;N;N;1997/01/29 00:00:00.000000000;;;0,0;Residencial;Residencial;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parcela Sobrante De La Antigua Carretera A-300 (Cv-8520). Tramo 9;Alicante/Alacant;Santa Pola;Patrimonial;Suelo Urbano;Inventariado;Dirección General De Patrimonio;N;N;N;1984/07/01 00:00:00.000000000;;;0,0;Residencial;Residencial;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Patrimonial;Patrimonial;Sin Protección;Sense Protecció;Otra;Altra;Residencial Manzana Densa;Residencial Manzana Densa
Parcela Sobrante Expropiacion Obra Of1v150700 Supresion Paso A Nivel Linea Fgv Lliria Valencia Tm Valencia Finca 4;Valencia/València;València;Carreteras;Suelo Urbano;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;N;N;2001/01/27 00:00:00.000000000;;;0,0;Sistema General;Sistema General;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parcela Td-01, Que Procede De La Reparcelacion Del Sector La Torre.;Valencia/València;València;Parque Publico De La Vivienda;Suelo Urbanizable;Inventariado;Entidad Valenciana De Vivienda Y Suelo;N;S;N;2006/01/20 00:00:00.000000000;;;0,0;Equipamientos Y Servicios;Equipamientos Y Servicios;Suelo Urbanizable Programado;Suelo Urbanizable Programado;Desconocido;Desconegut;Patrimonial;Patrimonial;Sin Protección;Sense Protecció;Otra;Altra;Asistencial;Asistencial
Parcela Td-02, Que Procede De La Reparcelacion Del Sector La Torre.;Valencia/València;València;Parque Publico De La Vivienda;Suelo Urbanizable;Inventariado;Entidad Valenciana De Vivienda Y Suelo;N;S;N;2006/01/20 00:00:00.000000000;;;0,0;Equipamientos Y Servicios;Equipamientos Y Servicios;Suelo Urbanizable Programado;Suelo Urbanizable Programado;Desconocido;Desconegut;Patrimonial;Patrimonial;Sin Protección;Sense Protecció;Otra;Altra;Asistencial;Asistencial
Parcela Td-03, Que Procede De La Reparcelacion Del Sector La Torre.;Valencia/València;València;Asistencial Social;Suelo Urbanizable;Inventariado;Vicepresid I Y Cons Servicios Sociales, Igualdad Y Vivienda;N;S;N;2006/01/20 00:00:00.000000000;;;0,0;Equipamientos Y Servicios;Equipamientos Y Servicios;Suelo Urbanizable Programado;Suelo Urbanizable Programado;Autorizacion;Autorizacion;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Asistencial;Asistencial
Parcela Td-04, Que Procede De La Reparcelacion Del Sector La Torre.;Valencia/València;València;Parque Publico De La Vivienda;Suelo Urbanizable;Inventariado;Entidad Valenciana De Vivienda Y Suelo;N;S;N;2006/01/20 00:00:00.000000000;;;0,0;Equipamientos Y Servicios;Equipamientos Y Servicios;Suelo Urbanizable Programado;Suelo Urbanizable Programado;Desconocido;Desconegut;Patrimonial;Patrimonial;Sin Protección;Sense Protecció;Otra;Altra;Asistencial;Asistencial
Parcela Td-05, Que Procede De La Reparcelacion Del Sector La Torre.;Valencia/València;València;Asistencial Social;Suelo Urbano;Inventariado;Conselleria De Sanidad;N;S;N;2006/01/20 00:00:00.000000000;;;0,0;Equipamientos Y Servicios;Equipamientos Y Servicios;Suelo Urbanizable Programado;Suelo Urbanizable Programado;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Asistencial;Asistencial
Parcela Td-06, Que Procede De La Reparcelacion Del Sector La Torre.;Valencia/València;València;Parque Publico De La Vivienda;Suelo Urbanizable;Inventariado;Entidad Valenciana De Vivienda Y Suelo;N;S;N;2006/01/20 00:00:00.000000000;;;0,0;Edificación Abierta;Edificación Abierta;Suelo Urbanizable Programado;Suelo Urbanizable Programado;Desconocido;Desconegut;Patrimonial;Patrimonial;Sin Protección;Sense Protecció;Otra;Altra;Asistencial;Asistencial
Parcela Td-07, Que Procede De La Reparcelacion Del Sector La Torre.;Valencia/València;València;Parque Publico De La Vivienda;Suelo Urbanizable;Inventariado;Entidad Valenciana De Vivienda Y Suelo;N;S;N;2006/01/20 00:00:00.000000000;;;0,0;Equipamientos Y Servicios;Equipamientos Y Servicios;Suelo Urbanizable Programado;Suelo Urbanizable Programado;Desconocido;Desconegut;Patrimonial;Patrimonial;Sin Protección;Sense Protecció;Otra;Altra;Asistencial;Asistencial
Parcela Td-08, Que Procede De La Reparcelacion Del Sector La Torre.;Valencia/València;València;Parque Publico De La Vivienda;Suelo Urbanizable;Inventariado;Entidad Valenciana De Vivienda Y Suelo;N;S;N;2006/01/20 00:00:00.000000000;;;0,0;Equipamientos Y Servicios;Equipamientos Y Servicios;Suelo Urbanizable Programado;Suelo Urbanizable Programado;Desconocido;Desconegut;Patrimonial;Patrimonial;Sin Protección;Sense Protecció;Otra;Altra;Asistencial;Asistencial
Parcela Td-09, Que Procede De La Reparcelacion Del Sector La Torre.;Valencia/València;València;Parque Publico De La Vivienda;Suelo Urbano;Inventariado;Entidad Valenciana De Vivienda Y Suelo;N;S;N;2006/01/20 00:00:00.000000000;;;0,0;Dotacional Publico;Dotacional Publico;Suelo Urbanizable Programado;Suelo Urbanizable Programado;Desconocido;Desconegut;Patrimonial;Patrimonial;Sin Protección;Sense Protecció;Otra;Altra;Asistencial;Asistencial
Parcela Td-10, Que Procede De La Reparcelacion Del Sector La Torre.;Valencia/València;València;Parque Publico De La Vivienda;Suelo Urbanizable;Inventariado;Entidad Valenciana De Vivienda Y Suelo;N;S;N;2006/01/20 00:00:00.000000000;;;0,0;Equipamientos Y Servicios;Equipamientos Y Servicios;Suelo Urbanizable Programado;Suelo Urbanizable Programado;Desconocido;Desconegut;Patrimonial;Patrimonial;Sin Protección;Sense Protecció;Otra;Altra;Asistencial;Asistencial
Parcela Td-11, Que Procede De La Reparcelacion Del Sector La Torre.;Valencia/València;València;Parque Publico De La Vivienda;Suelo Urbanizable;Inventariado;Entidad Valenciana De Vivienda Y Suelo;N;S;N;2006/01/20 00:00:00.000000000;;;0,0;Equipamientos Y Servicios;Equipamientos Y Servicios;Suelo Urbanizable Programado;Suelo Urbanizable Programado;Desconocido;Desconegut;Patrimonial;Patrimonial;Sin Protección;Sense Protecció;Otra;Altra;Asistencial;Asistencial
Parcela V-6 Del Poligono Residencial De Rafalafena Inmueble Con Destino : Centro Social De Castellon De La Plana;Castellón/Castelló;Castelló de la Plana/Castellón de la Plana;Parque Publico De La Vivienda;Edificio;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;N;N;1987/12/01 00:00:00.000000000;;;121,0;Dotacional Publico;Dotacional Publico;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parcelas  De La Unidad De Ejecucion 6 Plan Especial Proteccion Y Reforma Interior (Pepri) Barrio Velluters;Valencia/València;València;Patrimonial;Suelo Urbano;Inventariado;Dirección General De Patrimonio;N;S;N;2007/04/05 00:00:00.000000000;;;0,0;Centro Histórico Protegido;Centro Histórico Protegido;Suelo Urbano;Suelo Urbano;Cesion De Uso;Cesion De Uso;Patrimonial;Patrimonial;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parcelas 126 Y 127 Polígono 40 Reiets-Bacarot;Alicante/Alacant;Alacant/Alicante;Agrario - Agricultura;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1984/01/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parcelas Del Poligono Las Atalayas;Alicante/Alacant;Alacant/Alicante;Parque Publico De La Vivienda;Suelo Urbano;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;N;N;1987/11/30 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parcelas Ii-5 Y Ii-5'  - Poligono Residencial San Blas  (Solar Circos);Alicante/Alacant;Alacant/Alicante;Parque Publico De La Vivienda;Suelo Urbano;Inventariado;Dirección General De Patrimonio;N;S;N;1984/01/01 00:00:00.000000000;;;354,0;Desconocida;Desconeguda;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Patrimonial;Patrimonial;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parcelas Ii-5 Y Ii-5'  - Poligono Residencial San Blas  (Solar Circos);Alicante/Alacant;Alacant/Alicante;Parque Publico De La Vivienda;Suelo Urbano;Inventariado;Entidad Valenciana De Vivienda Y Suelo;N;S;N;1984/01/01 00:00:00.000000000;;;354,0;Desconocida;Desconeguda;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Patrimonial;Patrimonial;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parcelas Para Ampliación Hospital General Universitario De Castellón;Castellón/Castelló;Castelló de la Plana/Castellón de la Plana;Sanitario;Suelo Urbano;Inventariado;Conselleria De Sanidad;N;N;N;2023/10/06 00:00:00.000000000;;;0,0;Red Primaria De Equipamientos;Red Primaria De Equipamientos;Suelo Urbanizable;Suelo Urbanizable;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parcelas Para La Construccion De Un Palacio De Justicia Y Aparcamientos;Valencia/València;Alzira;Judicial;Suelo Urbano;Inventariado;Conselleria De Justicia Y Administración Publica;N;S;N;2004/09/20 00:00:00.000000000;;;0,0;Dotacional Publico;Dotacional Publico;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parcelas Para Mejora De Las Condiciones De Seguridad Del Paso A Nivel De La Linea 1 De Fgv Tramo Torrent-Picassent. Obra Of4v0009;Valencia/València;Picassent;Servic. Ferroviarios (Estaciones,Lineas);Infraestructura;Inventariado;Ferrocarrils De La Generalitat Valencian;N;N;N;2005/12/15 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Desconocida;Desconeguda;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parcelas Para Reutilizacion De Aguas Residuales De La Edar De Torrent;Valencia/València;Torrent;Servicio Hidraulico Edar;Infraestructura;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;N;N;2018/04/11 00:00:00.000000000;;;5021,0;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Autorizacion;Autorizacion;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parcelas Permeabilizacion De Caminos De Servicio Del Barranco De Carraixet Bajo L·3 De Fgv;Valencia/València;Alboraia/Alboraya;Servicio Hidraulico Edar;Suelo No Urbanizable;Inventariado;Conselleria De Agricultura Agua Ganaderia Y Pesca;N;S;N;2021/11/10 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parcelas Procedentes De Restos De Expropiacion  Colindantes A La Cv-650  Obra 11-V-1084 Variante De Aielo De Malferit De La C-3316 Pk 12.700 A;Valencia/València;Agullent;Carreteras;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;N;N;1994/05/23 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Desconocida;Desconeguda;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parcelas Rusticas En Vall De Almonacid De Proveniente De Abi;Castellón/Castelló;Vall de Almonacid;Patrimonial;Suelo No Urbanizable;Inventariado;Dirección General De Patrimonio;N;S;N;2012/01/27 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Desconocida;Desconeguda;Desconocido;Desconegut;Patrimonial;Patrimonial;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parcelas Rusticas En Vall De Almonacid Proveniente De Abi;Castellón/Castelló;Vall de Almonacid;Patrimonial;Suelo No Urbanizable;Inventariado;Dirección General De Patrimonio;N;S;N;2012/01/27 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Desconocida;Desconeguda;Desconocido;Desconegut;Patrimonial;Patrimonial;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Parcelas Rusticas En Vall De Almonacid Proviniente De Abi;Castellón/Castelló;Vall de Almonacid;Patrimonial;Suelo No Urbanizable;Inventariado;Dirección General De Patrimonio;N;S;N;2012/01/27 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Desconocida;Desconeguda;Desconocido;Desconegut;Patrimonial;Patrimonial;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
